client_id,client_type,acquisition_purpose,country,region,property_type,age,annual_income,budget_range,satisfaction_score,property_value,investment_horizon_years,num_prior_investments,risk_tolerance
CL00860,Individual,Flip_Resale,Singapore,Europe,Mixed_Use,51.0,147769,3244787,2.233408486704795,7426281,16,0,Low
CL00861,Foreign_Investor,Investment_Rental,Australia,Asia_Pacific,Industrial,43.0,327542,2912789,,982230,13,11,Medium
CL00862,Corporate,Flip_Resale,USA,Middle_East,Commercial,32.0,459145,3352772,4.056382346315518,5470151,2,1,Low
CL00863,Corporate,Investment_Rental,UAE,Asia_Pacific,Mixed_Use,23.0,165393,1653749,1.9912497716276274,966609,2,9,Medium
CL00864,Corporate,Portfolio_Diversification,UK,Middle_East,Commercial,65.0,415693,2378214,1.1453629932649698,3785192,14,21,Low
CL00865,Corporate,Investment_Rental,Canada,North_America,Industrial,33.0,257043,556104,1.407389060569531,4734470,4,16,Medium
CL00866,Corporate,Investment_Rental,UAE,North_America,Mixed_Use,51.0,272580,2266503,3.913975735389761,6957087,17,2,High
CL00867,Individual,Primary_Residence,USA,Middle_East,Commercial,57.0,216493,334085,1.7986789521625868,4212316,13,6,High
CL00868,Individual,Investment_Rental,Singapore,Asia_Pacific,Industrial,39.0,102635,858171,2.485083682021575,5737239,4,11,Medium
CL00869,Foreign_Investor,Primary_Residence,Germany,North_America,Industrial,47.0,315904,598095,3.0067966640256993,3338741,3,7,Medium
CL00870,Real_Estate_Fund,Commercial_Use,USA,Europe,Mixed_Use,74.0,434576,2267461,3.9018726738006513,4314133,12,19,Medium
CL00871,Corporate,Primary_Residence,Canada,North_America,Industrial,28.0,171385,4980397,1.4529248930365015,1805464,8,11,High
CL00872,Individual,Portfolio_Diversification,USA,Europe,Residential,22.0,422818,1267732,2.625465621109846,1556819,2,2,Medium
CL00873,Institutional,Primary_Residence,UAE,Asia_Pacific,Commercial,47.0,272878,2535296,2.9402916365707816,5708474,6,16,Medium
CL00874,Corporate,Commercial_Use,UK,Europe,Commercial,44.0,247070,1590424,3.1633082558861587,7931176,10,8,High
CL00875,Individual,Portfolio_Diversification,Singapore,Europe,Industrial,47.0,429017,121576,4.273442565580867,6826240,12,9,Medium
CL00876,Individual,Flip_Resale,UK,Europe,Industrial,66.0,306274,3773336,1.6867127801728676,1028835,10,21,High
CL00877,Institutional,Flip_Resale,Canada,Europe,Residential,27.0,437487,2863262,4.231325807306489,6880054,10,5,High
CL00878,Institutional,Primary_Residence,Singapore,North_America,Mixed_Use,27.0,439291,2824442,3.771513710786609,773578,3,24,High
CL00879,Individual,Primary_Residence,Singapore,Europe,Industrial,65.0,399359,3430263,3.2234832567958374,7706142,10,0,Low
CL00880,Individual,Commercial_Use,Germany,North_America,Industrial,29.0,180056,3765842,3.7981114816102877,3427560,9,21,Medium
CL00881,Individual,Commercial_Use,Germany,Europe,Industrial,45.0,380239,2837968,2.6480709558066255,3319870,19,11,High
CL00882,Institutional,Investment_Rental,USA,Middle_East,Industrial,43.0,353086,2891338,1.5535903438724983,2619485,14,4,Medium
CL00883,Individual,Commercial_Use,UK,Asia_Pacific,Commercial,40.0,173933,2286203,3.6630609610614693,5238268,2,12,Medium
CL00884,Individual,Investment_Rental,Australia,Europe,Industrial,58.0,128970,3011451,3.098689226742489,3181946,5,14,Low
CL00885,Foreign_Investor,Portfolio_Diversification,USA,Middle_East,Commercial,39.0,112203,3437031,3.557499202171102,7429995,8,21,Low
CL00886,Individual,Primary_Residence,Singapore,Europe,Industrial,52.0,494592,2400457,2.35199512411396,6572892,7,10,Medium
CL00887,Institutional,Portfolio_Diversification,Australia,Europe,Mixed_Use,58.0,222319,3552550,4.6274663093593436,5187657,6,7,Medium
CL00888,Individual,Commercial_Use,USA,Europe,Residential,51.0,230173,4045123,3.3494794743023077,2529093,11,4,Medium
CL00889,Individual,Portfolio_Diversification,Singapore,Middle_East,Mixed_Use,63.0,182049,2654728,1.3416099371634953,5630283,12,1,Medium
CL00890,Individual,Portfolio_Diversification,UAE,Asia_Pacific,Industrial,54.0,473833,4868026,2.7992159628177147,5949703,18,11,Medium
CL00891,Institutional,Portfolio_Diversification,UAE,Middle_East,Industrial,31.0,480689,2263769,4.025424218974537,4652748,19,1,Medium
CL00892,Foreign_Investor,Commercial_Use,USA,Asia_Pacific,Industrial,58.0,247726,4183501,4.1765382469290895,6457561,10,15,Medium
CL00893,Foreign_Investor,Portfolio_Diversification,USA,Europe,Mixed_Use,33.0,380321,4936161,2.978388211055035,2910451,14,20,Medium
CL00894,Corporate,Investment_Rental,Singapore,North_America,Industrial,51.0,102902,1880248,4.578990283325204,4948064,3,2,Medium
CL00895,Institutional,Commercial_Use,Germany,Europe,Mixed_Use,48.0,122172,2708026,2.0706737487771902,847389,18,9,Low
CL00896,Individual,Portfolio_Diversification,Germany,Asia_Pacific,Commercial,60.0,176702,4895817,2.6423947889530663,6064103,15,18,Medium
CL00897,Individual,Commercial_Use,UAE,Middle_East,Residential,30.0,50056,2280019,4.59438764227588,6519553,6,7,Medium
CL00898,Foreign_Investor,Flip_Resale,USA,Europe,Residential,42.0,168454,879957,4.585026865886316,4605978,10,6,Medium
CL00899,Individual,Investment_Rental,Singapore,Middle_East,Mixed_Use,33.0,85739,2013980,3.7428510752987236,6582975,12,0,Medium
CL00900,Individual,Portfolio_Diversification,USA,Middle_East,Commercial,50.0,373829,1607394,4.435922188488881,3916176,7,11,Medium
CL00901,Individual,Flip_Resale,Canada,Middle_East,Mixed_Use,54.0,78639,3079845,1.3550930678249307,4391244,17,4,Low
CL00902,Individual,Flip_Resale,Germany,Europe,Commercial,64.0,483054,2812188,4.459979904831105,4323414,1,15,High
CL00903,Individual,Commercial_Use,Singapore,Middle_East,Industrial,74.0,469257,354265,2.282479626200907,5077611,18,24,Low
CL00904,Corporate,Flip_Resale,Australia,Middle_East,Commercial,36.0,293136,4813797,1.7133260497128653,6526457,15,3,High
CL00905,Corporate,Investment_Rental,USA,Europe,Commercial,23.0,102394,1010913,1.9574793453681854,4054840,19,16,Medium
CL00906,Foreign_Investor,Investment_Rental,Singapore,Middle_East,Commercial,73.0,359801,2157017,2.6718740320555483,3970730,1,23,Medium
CL00907,Foreign_Investor,Primary_Residence,UK,Europe,Residential,60.0,319304,753817,2.004768018417869,2999310,5,20,Low
CL00908,Individual,Investment_Rental,Canada,Asia_Pacific,Commercial,74.0,337300,1096433,2.282270344065996,2998411,15,1,Low
CL00909,Individual,Flip_Resale,UK,Asia_Pacific,Industrial,65.0,212447,2135286,1.5399139442865684,3494443,3,11,Low
CL00910,Corporate,Investment_Rental,Singapore,Asia_Pacific,Industrial,39.0,378586,2681505,2.184707062235994,1206504,1,0,Low
CL00911,Corporate,Commercial_Use,Canada,Middle_East,Industrial,24.0,180644,4208949,3.2891352581680047,2594149,8,11,Medium
CL00912,Individual,Primary_Residence,USA,North_America,Commercial,28.0,410069,4976691,2.767414832364256,7080358,12,11,Medium
CL00913,Institutional,Flip_Resale,UK,North_America,Mixed_Use,64.0,34136,4774071,2.3868750449436447,2364669,19,11,Medium
CL00914,Corporate,Primary_Residence,Germany,Middle_East,Mixed_Use,39.0,91868,4303887,3.985808515428456,7646121,12,18,Low
CL00915,Corporate,Flip_Resale,UAE,North_America,Industrial,65.0,374407,4868979,4.574039885573272,7569096,13,24,High
CL00916,Corporate,Commercial_Use,UK,Europe,Residential,59.0,324311,1597850,4.027156891609588,2104702,1,16,Medium
CL00917,Individual,Primary_Residence,USA,North_America,Mixed_Use,58.0,140957,4136480,2.3280028084707167,5799409,19,19,Low
CL00918,Real_Estate_Fund,Portfolio_Diversification,USA,Middle_East,Commercial,54.0,45479,1046803,3.9777686713502147,4739079,6,23,Medium
CL00919,Foreign_Investor,Flip_Resale,Canada,Middle_East,Mixed_Use,65.0,149392,3586444,1.6079207298962048,1249469,8,23,Low
CL00920,Individual,Portfolio_Diversification,UAE,Europe,Industrial,52.0,192448,4110088,1.5212719523651637,5670191,4,10,Low
CL00921,Foreign_Investor,Primary_Residence,USA,Asia_Pacific,Residential,32.0,165895,2195598,2.3825081481446357,4294111,5,12,Medium
CL00922,Corporate,Portfolio_Diversification,UK,Middle_East,Mixed_Use,25.0,286228,4973014,4.230809476176228,2810038,7,7,Medium
CL00923,Foreign_Investor,Portfolio_Diversification,UK,Europe,Mixed_Use,39.0,231528,568298,1.9853929889692075,1337171,4,9,High
CL00924,Foreign_Investor,Primary_Residence,USA,North_America,Industrial,25.0,311729,4103031,1.2530136355947183,3083361,4,7,Medium
CL00925,Corporate,Commercial_Use,UK,North_America,Residential,70.0,264847,4430453,1.5268381408254204,571655,15,19,High
CL00926,Individual,Portfolio_Diversification,UK,Europe,Residential,55.0,440488,670303,4.434979874118321,5771402,5,7,High
CL00927,Individual,Portfolio_Diversification,UK,Europe,Industrial,50.0,318763,1088651,3.5351331389891505,5473940,9,8,High
CL00928,Corporate,Commercial_Use,Singapore,Middle_East,Commercial,45.0,367213,3417657,2.0128046534799067,949717,2,6,Medium
CL00929,Institutional,Portfolio_Diversification,USA,North_America,Mixed_Use,43.0,332039,3436640,3.2211833013127253,5797069,7,13,Low
CL00930,Individual,Portfolio_Diversification,Singapore,Europe,Commercial,23.0,295864,4288695,3.1103184897014016,2632266,17,1,Low
CL00931,Individual,Portfolio_Diversification,UAE,North_America,Mixed_Use,65.0,311411,2760891,3.621743913762645,6988438,16,24,Medium
CL00932,Foreign_Investor,Investment_Rental,UAE,Europe,Mixed_Use,27.0,176768,4716167,1.9327502176864653,6346158,17,10,Medium
CL00933,Real_Estate_Fund,Commercial_Use,Singapore,North_America,Commercial,63.0,191040,659119,4.457611948777591,1071806,2,7,Low
CL00934,Corporate,Portfolio_Diversification,UAE,Asia_Pacific,Industrial,46.0,345508,2063957,2.2374742483200514,3557129,11,12,Medium
CL00935,Individual,Commercial_Use,Canada,Middle_East,Industrial,42.0,446561,2442094,3.7765266159049475,5115440,2,20,Low
CL00936,Individual,Flip_Resale,Singapore,North_America,Mixed_Use,37.0,81567,2292271,1.0644985854888596,941043,1,14,Medium
CL00937,Individual,Flip_Resale,UAE,Asia_Pacific,Industrial,52.0,121229,2945376,2.490628519576589,3451112,2,2,Low
CL00938,Real_Estate_Fund,Portfolio_Diversification,Germany,North_America,Mixed_Use,35.0,484823,4056558,2.406839271835233,1343728,9,22,Medium
CL00939,Individual,Commercial_Use,Singapore,North_America,Industrial,60.0,442601,3831570,3.173937714332058,5211354,2,13,Medium
CL00940,Corporate,Commercial_Use,UK,Asia_Pacific,Mixed_Use,49.0,490116,3132362,1.290945047108786,7078689,15,14,Low
CL00941,Individual,Commercial_Use,USA,North_America,Industrial,53.0,229316,1301988,4.160525494904434,7336285,10,1,Medium
CL00942,Corporate,Investment_Rental,USA,North_America,Residential,49.0,226497,1690346,1.8711232070702741,7061957,15,18,Medium
CL00943,Institutional,Flip_Resale,Canada,Middle_East,Commercial,72.0,370662,4534921,3.708151259528041,6462330,10,11,Low
CL00944,Foreign_Investor,Commercial_Use,Singapore,Asia_Pacific,Residential,70.0,112844,3354449,4.212848492976373,1654329,17,24,Low
CL00945,Individual,Commercial_Use,Australia,Asia_Pacific,Commercial,30.0,193991,705398,,1927850,9,19,Medium
CL00946,Individual,Investment_Rental,Singapore,Europe,Commercial,66.0,120697,4407910,3.963532826887942,6836269,18,3,Medium
CL00947,Individual,Investment_Rental,UAE,North_America,Mixed_Use,43.0,87196,1687514,3.647441248860022,685888,4,2,Medium
CL00948,Real_Estate_Fund,Commercial_Use,USA,Middle_East,Commercial,53.0,145600,3422918,2.4221191886080304,7362707,9,4,Low
CL00949,Foreign_Investor,Primary_Residence,Singapore,North_America,Residential,26.0,130625,360102,4.235434156134261,7307303,16,2,Medium
CL00950,Corporate,Commercial_Use,UAE,North_America,Residential,,423711,247631,2.178805479542112,4068446,4,24,Low
CL00951,Institutional,Commercial_Use,Australia,Europe,Industrial,26.0,336899,1443054,3.2848516710060687,2718921,16,14,High
CL00952,Institutional,Investment_Rental,USA,North_America,Residential,63.0,490900,2433697,3.981590956566158,7121631,19,18,Medium
CL00953,Individual,Investment_Rental,UAE,Middle_East,Industrial,74.0,63324,3259016,2.5158236392500304,5084164,1,1,High
CL00954,Real_Estate_Fund,Commercial_Use,Singapore,Middle_East,Commercial,53.0,371073,1826334,2.2110704304697,4962940,6,11,Medium
CL00955,Corporate,Commercial_Use,Singapore,Europe,Residential,31.0,424768,3453030,2.837384040691291,2352888,10,4,Medium
CL00956,Corporate,Commercial_Use,UAE,North_America,Commercial,60.0,81272,1947199,4.271853977396614,2009722,16,21,Medium
CL00957,Corporate,Investment_Rental,Germany,Middle_East,Residential,36.0,459069,3307443,4.719687052582659,6853562,4,16,Medium
CL00958,Individual,Commercial_Use,USA,North_America,Residential,28.0,279264,1738004,3.1803336514395606,4274741,13,13,Medium
CL00959,Individual,Commercial_Use,Singapore,North_America,Industrial,50.0,193996,1829187,3.6458648212946074,2702192,16,21,Medium
CL00960,Institutional,Portfolio_Diversification,Singapore,North_America,Commercial,68.0,366606,3427775,4.613094488955657,285797,6,9,Medium
CL00961,Individual,Primary_Residence,Canada,Europe,Residential,24.0,257459,4561595,1.3941874056517696,2683573,11,2,Medium
CL00962,Institutional,Flip_Resale,Germany,North_America,Mixed_Use,40.0,184961,3560096,1.9283143114646601,1874620,3,3,Medium
CL00963,Individual,Primary_Residence,UK,Middle_East,Commercial,31.0,266538,1430363,3.83560002500633,2732229,10,5,High
CL00964,Corporate,Portfolio_Diversification,UK,North_America,Commercial,49.0,84675,3546839,4.294977847649198,5319719,1,23,Medium
CL00965,Individual,Flip_Resale,Australia,Middle_East,Commercial,50.0,103591,3213506,4.428116113322312,3262734,11,24,Medium
CL00966,Corporate,Commercial_Use,UAE,North_America,Industrial,36.0,493406,4397839,2.6604287074197304,4980165,12,21,Medium
CL00967,Institutional,Portfolio_Diversification,Canada,Middle_East,Mixed_Use,56.0,183706,1661014,1.3573596091674673,6716692,14,15,Medium
CL00968,Individual,Commercial_Use,USA,Middle_East,Commercial,27.0,324507,4877551,2.7511259091984797,508062,8,6,High
CL00969,Corporate,Investment_Rental,Singapore,North_America,Residential,33.0,224824,4689369,1.9229383608282151,7398730,11,14,High
CL00970,Corporate,Portfolio_Diversification,Germany,North_America,Residential,68.0,369148,2919648,2.1647858199864967,6466913,4,20,Medium
CL00971,Institutional,Investment_Rental,Australia,Middle_East,Industrial,59.0,479614,3357983,4.089070227350023,3105251,7,24,Medium
CL00972,Real_Estate_Fund,Portfolio_Diversification,UK,Asia_Pacific,Residential,34.0,259530,3754250,1.3021083441035475,2227645,10,19,Medium
CL00973,Institutional,Portfolio_Diversification,Singapore,Europe,Commercial,50.0,332862,851972,4.310324869922809,1551471,19,10,Medium
CL00974,Individual,Investment_Rental,UAE,Asia_Pacific,Residential,40.0,143627,359427,2.7106763432966763,6504350,4,21,High
CL00975,Individual,Flip_Resale,USA,Asia_Pacific,Commercial,24.0,243988,3677507,3.3842557244023803,4929897,2,20,Low
CL00976,Individual,Primary_Residence,Singapore,North_America,Residential,29.0,319014,3731171,1.358608924942716,1866548,18,0,Low
CL00977,Corporate,Commercial_Use,Singapore,Europe,Mixed_Use,29.0,67394,2339155,2.3494363134291185,5102505,14,4,Low
CL00978,Individual,Portfolio_Diversification,Australia,Asia_Pacific,Industrial,41.0,344201,3843185,1.3588036760593831,4554003,16,12,Medium
CL00979,Corporate,Commercial_Use,UAE,North_America,Industrial,68.0,109795,2457681,4.846174891524438,1168143,11,20,High
CL00980,Corporate,Investment_Rental,USA,Asia_Pacific,Mixed_Use,25.0,372553,2955825,4.229046597305002,4250321,10,13,Low
CL00981,Individual,Commercial_Use,USA,Asia_Pacific,Mixed_Use,72.0,305160,814261,2.838531017425841,4308527,17,8,Medium
CL00982,Foreign_Investor,Investment_Rental,UK,North_America,Industrial,42.0,72137,3870433,1.8944101932946844,2037145,14,16,Medium
CL00983,Individual,Commercial_Use,UK,North_America,Mixed_Use,24.0,423369,4526111,4.733820420999409,2247711,4,14,Medium
CL00984,Individual,Primary_Residence,Germany,North_America,Commercial,66.0,168925,124363,2.378386382907887,6245561,19,20,Medium
CL00985,Institutional,Primary_Residence,UK,Europe,Residential,29.0,42379,494798,1.643937726749499,187361,2,6,High
CL00986,Corporate,Primary_Residence,Australia,Asia_Pacific,Industrial,44.0,439008,2145990,3.2526575538158196,7308608,7,21,Low
CL00987,Institutional,Primary_Residence,Australia,North_America,Mixed_Use,37.0,151169,1485049,4.775096481379265,3048845,9,21,Medium
CL00988,Corporate,Primary_Residence,Singapore,Middle_East,Commercial,34.0,199439,2198772,1.0153211620012903,3613227,19,11,Low
CL00989,Individual,Primary_Residence,Canada,Asia_Pacific,Industrial,24.0,179172,1598447,1.952499373015995,2607856,16,22,Medium
CL00990,Foreign_Investor,Investment_Rental,Germany,Middle_East,Mixed_Use,69.0,156082,3341147,4.7537905616416305,1911856,16,5,High
CL00991,Foreign_Investor,Portfolio_Diversification,UAE,Europe,Industrial,30.0,405233,4987198,1.6843438674286482,2491102,18,20,Low
CL00992,Institutional,Commercial_Use,USA,North_America,Mixed_Use,35.0,486672,1645288,1.4529738065592794,3721488,11,15,Low
CL00993,Individual,Primary_Residence,UAE,Middle_East,Industrial,34.0,41049,4202622,3.280748863199218,150037,7,4,Medium
CL00994,Corporate,Investment_Rental,UAE,Europe,Commercial,74.0,424002,1695123,4.44737529317932,7139848,9,8,Medium
CL00995,Corporate,Investment_Rental,Canada,North_America,Commercial,28.0,493120,4314959,2.9084392707757045,3767177,4,13,Medium
CL00996,Individual,Investment_Rental,UAE,Middle_East,Residential,,191771,2099085,4.978257026738099,4647868,13,7,Low
CL00997,Real_Estate_Fund,Portfolio_Diversification,Canada,Middle_East,Industrial,28.0,414928,1049133,3.7166867981519713,7997482,4,13,Low
CL00998,Individual,Commercial_Use,Singapore,Europe,Residential,59.0,339835,550400,1.296299628841791,771531,19,11,Medium
CL00999,Real_Estate_Fund,Portfolio_Diversification,USA,North_America,Industrial,55.0,198112,4960774,4.971328526727902,6401936,2,9,Low
CL01000,Corporate,Flip_Resale,Australia,North_America,Mixed_Use,62.0,279527,4169305,2.6315769471207617,803668,9,19,High
